a	a
chen4	疢
chen4	称
chen4	穪
chen4	藽
chen4	襯
chen4	讖
chen4	趁
chen4	趂
chen4	齓
chen4	齔
cheng1	*槍
cheng1	*樘
cheng1	*鎗
cheng1	*鐺
cheng1	㛵
cheng1	㣔
cheng1	偁
cheng1	僜
cheng1	噌
cheng1	埥
cheng1	崝
cheng1	憆
cheng1	撐
cheng1	撑
cheng1	棦
cheng1	橕
cheng1	檉
cheng1	泟
cheng1	浾
cheng1	爯
cheng1	牚
cheng1	琤
cheng1	瞠
cheng1	称
cheng1	稱
cheng1	穪
cheng1	竀
cheng1	緽
cheng1	蟶
cheng1	赬
cheng1	鏳
cheng1	鏿
cheng1	阷
cheng1	頳
cheng1	饓
cheng2	*傖
cheng2	*崝
cheng2	*崢
cheng2	*巹
cheng2	*撜
cheng2	*氶
cheng2	丞
cheng2	乗
cheng2	乘
cheng2	卺
cheng2	呈
cheng2	城
cheng2	埕
cheng2	堘
cheng2	塍
cheng2	塖
cheng2	娍
cheng2	宬
cheng2	峥
cheng2	峸
cheng2	惩
cheng2	憕
cheng2	懲
cheng2	成
cheng2	承
cheng2	挰
cheng2	掁
cheng2	揨
cheng2	晟
cheng2	晠
cheng2	棖
cheng2	椉
cheng2	橙
cheng2	洆
cheng2	浧
cheng2	湞
cheng2	溗
cheng2	澂
cheng2	澄
cheng2	瀓
cheng2	珵
cheng2	珹
cheng2	畻
cheng2	盛
cheng2	盯
cheng2	程
cheng2	窚
cheng2	筬
cheng2	絾
cheng2	脀
cheng2	脭
cheng2	臹
cheng2	荿
cheng2	裎
cheng2	誠
cheng2	郕
cheng2	酲
cheng2	鋮
cheng2	騬
cheng3	*懲
cheng3	*梬
cheng3	侱
cheng3	塣
cheng3	庱
cheng3	徎
cheng3	悜
cheng3	惩
cheng3	睈
cheng3	逞
cheng3	騁
cheng4	*稱
cheng4	偁
cheng4	牚
cheng4	秤
cheng4	称
cheng4	穪
cheng4	靗
chi1	ㄔ
chi1	卨
chi1	吃
chi1	呞
chi1	哧
chi1	喫
chi1	嗤
chi1	噄
chi1	妛
chi1	媸
chi1	彲
chi1	摛
chi1	瓻
chi1	痴
chi1	癡
chi1	盵
chi1	眵
chi1	瞝
chi1	离
chi1	笞
chi1	粚
chi1	絺
chi1	脪
chi1	蚩
chi1	螭
chi1	訵
chi1	誺
chi1	貾
chi1	郗
chi1	魑
chi1	鴟
chi1	鵄
chi1	麶
chi1	黐
chi1	齝
chi1	齹
chi2	*尺
chi2	*彽
chi2	*治
chi2	*跢
chi2	*鍉
chi2	*阺
chi2	乿
chi2	俿
chi2	匙
chi2	坘
chi2	坻
chi2	墀
chi2	岻
chi2	弛
chi2	徥
chi2	徲
chi2	忯
chi2	持
chi2	栘
chi2	歭
chi2	池
chi2	汦
chi2	泜
chi2	痄
chi2	痴
chi2	竾
chi2	筂
chi2	箈
chi2	箎
chi2	篪
chi2	耛
chi2	茌
chi2	茬
chi2	荎
chi2	蚔
chi2	蚳
chi2	謘
chi2	貾
chi2	赿
chi2	趍
chi2	踟
chi2	遅
chi2	遟
chi2	遲
chi2	馳
chi3	*咫
chi3	*奓
chi3	㶴
chi3	䊼
chi3	伬
chi3	侈
chi3	傂
chi3	呎
chi3	垑
chi3	姼
chi3	尺
chi3	恀
chi3	恥
chi3	拸
chi3	搋
chi3	擨
chi3	欼
chi3	歯
chi3	禠
chi3	耻
chi3	肔
chi3	胣
chi3	蚇
chi3	袳
chi3	裭
chi3	褫
chi3	誀
chi3	誃
chi3	豉
chi3	趍
chi3	鉹
chi3	齒
chi4	*吒
chi4	*幟
chi4	*捇
chi4	*柝
chi4	*虴
chi4	*赫
chi4	乇
chi4	乿
chi4	侙
chi4	傺
chi4	勅
chi4	勑
chi4	卙
chi4	卶
chi4	叱
chi4	呹
chi4	咤
chi4	哧
chi4	啻
chi4	彳
chi4	恜
chi4	慗
chi4	慸
chi4	憏
chi4	懘
chi4	戠
chi4	抶
chi4	摰
chi4	敕
chi4	斥
chi4	旘
chi4	杘
chi4	栻
chi4	淔
chi4	湁
chi4	灻
chi4	烾
chi4	熾
chi4	爀
chi4	痓
chi4	痸
chi4	瘛
chi4	眙
chi4	糦
chi4	翄
chi4	翅
chi4	翤
chi4	觢
chi4	赤
chi4	赩
chi4	趐
chi4	趩
chi4	跮
chi4	踅
chi4	遫
chi4	鉓
chi4	雴
chi4	飭
chi4	饎
chi4	鶒
chi4	鷘
chong1	*憃
chong1	*翀
chong1	充
chong1	冲
chong1	嘃
chong1	忡
chong1	憧
chong1	摏
chong1	沖
chong1	浺
chong1	珫
chong1	祌
chong1	罿
chong1	舂
chong1	茺
chong1	衝
chong1	蹖
chong2	*嫞
chong2	*虫
chong2	*蠱
chong2	崇
chong2	崈
chong2	漴
chong2	烛
chong2	爞
chong2	痋
chong2	种
chong2	翀
chong2	茧
chong2	蛊
chong2	蝩
chong2	蟲
chong2	重
chong2	隀
chong3	埫
chong3	寵
chong4	*尰
chong4	*衝
chong4	揰
chong4	瘇
chong4	銃
chou1	*婤
chou1	*搐
chou1	*紬
chou1	㨨
chou1	抽
chou1	搊
chou1	犨
chou1	犫
chou1	瘳
chou1	篘
chou2	*僽
chou2	*圳
chou2	*朹
chou2	*氿
chou2	*犰
chou2	*鯛
chou2	*鼽
chou2	仇
chou2	儔
chou2	嬦
chou2	幬
chou2	惆
chou2	愁
chou2	懤
chou2	栦
chou2	椆
chou2	燽
chou2	疇
chou2	皗
chou2	稠
chou2	筹
chou2	籌
chou2	紬
chou2	絒
chou2	綢
chou2	菗
chou2	薵
chou2	裯
chou2	詶
chou2	讎
chou2	讐
chou2	躊
chou2	酧
chou2	酬
chou2	醻
chou2	釚
chou2	雔
chou2	鮉
chou2	鮋
chou2	鯈
chou3	䪮
chou3	丑
chou3	丒
chou3	偢
chou3	吜
chou3	杻
chou3	杽
chou3	瞅
chou3	矁
chou3	莥
chou3	醜
chou3	魗
chou4	*狊
chou4	*糗
chou4	憱
chou4	殠
chou4	溴
chou4	簉
chou4	臭
chou4	臰
chou4	遚
chu1	*犓
chu1	出
chu1	初
chu1	岀
chu1	摢
chu1	誳
chu1	貙
chu1	趉
chu1	趎
chu1	齣
chu2	*屠
chu2	㕑
chu2	䟞
chu2	儲
chu2	厨
chu2	媰
chu2	幮
chu2	廚
chu2	橱
chu2	櫥
chu2	滁
chu2	犓
chu2	篨
chu2	耝
chu2	耡
chu2	芻
chu2	蒢
chu2	蒭
chu2	蕏
chu2	藸
chu2	蜍
chu2	豠
chu2	貙
chu2	趎
chu2	跦
chu2	蹰
chu2	躇
chu2	躕
chu2	鉏
chu2	鋤
chu2	除
chu2	雏
chu2	雛
chu2	鶵
chu3	*貯
chu3	儊
chu3	儲
chu3	处
chu3	憷
chu3	杵
chu3	柠
chu3	椘
chu3	楚
chu3	楮
chu3	檚
chu3	泞
chu3	濋
chu3	礎
chu3	禇
chu3	處
chu3	褚
chu3	齭
chu3	齼
chu4	*俶
chu4	*怷
chu4	*擉
chu4	*眝
chu4	*蠲
chu4	*触
chu4	㙇
chu4	亍
chu4	傗
chu4	儊
chu4	嘼
chu4	处
chu4	怵
chu4	搐
chu4	敊
chu4	斶
chu4	歜
chu4	泏
chu4	滀
chu4	炪
chu4	琡
chu4	畜
chu4	矗
chu4	竌
chu4	笜
chu4	絀
chu4	臅
chu4	處
chu4	觸
chu4	詘
chu4	誳
chu4	諔
chu4	豖
chu4	踀
chu4	鄐
chu4	閦
chu4	黜
chu5	*出
chua1	欻
chua1	歘
chua3	*抓
chuai2	膗
chuai3	揣
chuai4	嘬
chuai4	欼
chuai4	踹
chuan1	*灥
chuan1	*釧
chuan1	圌
chuan1	巛
chuan1	川
chuan1	氚
chuan1	瑏
chuan1	穿
chuan1	鐉
chuan2	*椯
chuan2	*縳
chuan2	傳
chuan2	暷
chuan2	椽
chuan2	歂
chuan2	猭
chuan2	篅
chuan2	舩
chuan2	船
chuan2	諯
chuan2	輲
chuan2	遄
chuan2	餯
chuan3	*揣
chuan3	*踳
chuan3	*踹
chuan3	僢
chuan3	喘
chuan3	堾
chuan3	舛
chuan3	荈
chuan3	蝽
chuan4	串
chuan4	夼
chuan4	汌
chuan4	玔
chuan4	腨
chuan4	賗
chuan4	釧
chuang1	*刱
chuang1	*創
chuang1	*囪
chuang1	*愴
chuang1	*瑲
chuang1	刅
chuang1	刽
chuang1	剏
chuang1	剙
chuang1	囱
chuang1	憃
chuang1	戧
chuang1	摐
chuang1	牎
chuang1	牕
chuang1	瘡
chuang1	窓
chuang1	窗
chuang1	窻
chuang2	*撞
chuang2	*橦
chuang2	噇
chuang2	幢
chuang2	床
chuang2	漴
chuang2	牀
chuang2	疒
chuang3	*傸
chuang3	*搶
chuang3	*磢
chuang3	摤
chuang3	漺
chuang3	闖
chuang4	*闖
chuang4	凔
chuang4	刱
chuang4	刽
chuang4	剏
chuang4	剙
chuang4	創
chuang4	愴
chuang4	獊
chui1	吹
chui1	炊
chui1	磓
chui1	龡
chui2	*硾
chui2	*諈
chui2	倕
chui2	厜
chui2	圌
chui2	垂
chui2	埀
chui2	娷
chui2	捶
chui2	搥
chui2	桘
chui2	棰
chui2	椎
chui2	槌
chui2	湷
chui2	甀
chui2	箠
chui2	綞
chui2	腄
chui2	菙
chui2	錘
chui2	鎚
chui2	陲
chui2	顀
chui4	*吹
chui4	*炊
chui4	諈
chui4	龡
chun1	*橁
chun1	媋
chun1	旾
chun1	春
chun1	暙
chun1	杶
chun1	椿
chun1	櫄
chun1	湷
chun1	焞
chun1	萅
chun1	輴
chun1	鰆
chun1	鶞
chun2	*屯
chun2	唇
chun2	憌
chun2	浱
chun2	淳
chun2	湻
chun2	滣
chun2	漘
chun2	焞
chun2	純
chun2	脣
chun2	蒓
chun2	蓴
chun2	醇
chun2	醕
chun2	錞
chun2	陙
chun2	韕
chun2	鯙
chun2	鶉
chun3	㖺
chun3	偆
chun3	僢
chun3	堾
chun3	惷
chun3	睶
chun3	箺
chun3	萶
chun3	蝽
chun3	蠢
chun3	踳
chuo1	戳
chuo4	*焯
chuo4	*錣
chuo4	*餟
chuo4	㲋
chuo4	䓎
chuo4	吷
chuo4	啜
chuo4	嚽
chuo4	娕
chuo4	娖
chuo4	婥
chuo4	婼
chuo4	惙
chuo4	擉
chuo4	歠
chuo4	涰
chuo4	珿
chuo4	畷
chuo4	磭
chuo4	竐
chuo4	綽
chuo4	繛
chuo4	腏
chuo4	蠚
chuo4	諁
chuo4	趠
chuo4	輟
chuo4	辵
chuo4	辶
chuo4	逴
chuo4	遬
chuo4	酫
chuo4	醊
chuo4	鋜
chuo4	鑡
chuo4	齪
ci1	*差
ci1	*蠀
ci1	*鈭
ci1	ㄘ
ci1	呲
ci1	庛
ci1	恣
ci1	疵
ci1	趀
ci1	跐
ci1	雌
ci1	骴
ci1	髊
ci2	*茈
ci2	*茲
ci2	*鈶
ci2	䛐
ci2	呲
ci2	嬨
ci2	慈
ci2	柌
ci2	濨
ci2	珁
ci2	瓷
ci2	甆
ci2	疵
ci2	磁
ci2	礠
ci2	祠
ci2	粢
ci2	糍
ci2	茨
ci2	薋
ci2	詞
ci2	辝
ci2	辞
ci2	辤
ci2	辭
ci2	雌
ci2	飺
ci2	餈
ci2	鴜
ci2	鶿
ci2	鷀
ci3	佌
ci3	此
ci3	泚
ci3	玼
ci3	皉
ci3	跐
ci4	*伺
ci4	*庛
ci4	佽
ci4	刺
ci4	厠
ci4	廁
ci4	朿
ci4	栨
ci4	次
ci4	絘
ci4	莿
ci4	蚝
ci4	蛓
ci4	螆
ci4	賜
cong1	*叢
cong1	*從
cong1	从
cong1	匆
cong1	匇
cong1	囟
cong1	囪
cong1	囱
cong1	従
cong1	忩
cong1	怱
cong1	悤
cong1	暰
cong1	枞
cong1	棇
cong1	楤
cong1	樅
cong1	樬
cong1	樷
cong1	漗
cong1	濍
cong1	熜
cong1	瑽
cong1	璁
cong1	瞛
cong1	篵
cong1	緫
cong1	繱
cong1	聡
cong1	聦
cong1	聪
cong1	聰
cong1	苁
cong1	葱
cong1	蓯
cong1	蔥
cong1	蟌
cong1	鍐
cong1	鍯
cong1	鏓
cong1	鏦
cong1	顖
cong1	騘
cong1	驄
cong2	*摐
cong2	*藂
cong2	从
cong2	叢
cong2	婃
cong2	孮
cong2	従
cong2	徖
cong2	從
cong2	悰
cong2	慒
cong2	樷
cong2	欉
cong2	淙
cong2	漎
cong2	潀
cong2	潨
cong2	灇
cong2	爜
cong2	琮
cong2	碂
cong2	苁
cong2	蓯
cong2	誴
cong2	賨
cong2	賩
cong2	錝
cong3	幒
cong3	衳
cong4	*欉
cong4	藂
cong4	謥
cou4	凑
cou4	楱
cou4	湊
cou4	腠
cou4	輳
cu1	*麆
cu1	粗
cu1	觕
cu1	麁
cu1	麄
cu1	麤
cu2	*鼀
cu2	徂
cu2	殂
cu4	*卒
cu4	*厝
cu4	*戚
cu4	*數
cu4	*碏
cu4	*趣
cu4	*趨
cu4	*踀
cu4	*酢
cu4	*錯
cu4	促
cu4	卆
cu4	唶
cu4	噈
cu4	岨
cu4	憱
cu4	数
cu4	梀
cu4	槭
cu4	殧
cu4	猝
cu4	瘯
cu4	簇
cu4	縬
cu4	蔟
cu4	誎
cu4	趋
cu4	趗
cu4	踧
cu4	蹙
cu4	蹴
cu4	蹵
cu4	醋
cu4	鉃
cu4	鏃
cu4	顣
cu4	鼀
cu4	齚
cuan1	攛
cuan1	汆
cuan1	躥
cuan1	鋑
cuan1	鑹
cuan2	劗
cuan2	巑
cuan2	攅
cuan2	攢
cuan2	櫕
cuan2	欑
cuan2	穳
cuan4	*攥
cuan4	*纂
cuan4	殩
cuan4	熶
cuan4	爨
cuan4	竄
cuan4	篡
cuan4	篹
cuan4	簒
cui1	*凗
cui1	*縗
cui1	*衰
cui1	催
cui1	嗺
cui1	墔
cui1	崔
cui1	摧
cui1	榱
cui1	槯
cui1	獕
cui1	磪
cui1	膗
cui2	凗
cui2	慛
cui3	*洒
cui3	漼
cui3	熣
cui3	璀
cui3	皠
cui3	趡
cui3	踓
cui3	鏙
cui4	*嶉
cui4	*椊
cui4	*碎
cui4	伜
cui4	倅
cui4	啐
cui4	啛
cui4	噿
cui4	忰
cui4	悴
cui4	毳
cui4	淬
cui4	濢
cui4	焠
cui4	琗
cui4	璻
cui4	瘁
cui4	砕
cui4	竁
cui4	粋
cui4	粹
cui4	紣
cui4	綷
cui4	翆
cui4	翠
cui4	脃
cui4	脆
cui4	脺
cui4	膬
cui4	膵
cui4	臎
cui4	萃
cui4	襊
cui4	韢
cui4	顇
cun1	*踆
cun1	村
cun1	澊
cun1	皴
cun1	竴
cun1	邨
cun2	*拵
cun2	*栫
cun2	*洊
cun2	*珔
cun2	*蹲
cun2	存
cun2	袸
cun3	刌
cun3	忖
cun4	吋
cun4	寸
cun4	籿
cuo1	*差
cuo1	*瑳
cuo1	*莏
cuo1	*醝
cuo1	傞
cuo1	搓
cuo1	撮
cuo1	磋
cuo1	蒫
cuo1	蹉
cuo1	遳
cuo1	髊
cuo1	齹
cuo2	*蒫
cuo2	嵖
cuo2	嵯
cuo2	嵳
cuo2	痤
cuo2	瘥
cuo2	睉
cuo2	矬
cuo2	蔖
cuo2	虘
cuo2	醝
cuo2	鹺
cuo3	瑳
cuo3	硰
cuo3	縒
cuo3	脞
cuo4	*庴
cuo4	*昔
cuo4	*棤
cuo4	*碏
cuo4	*縒
cuo4	*蕞
cuo4	侳
cuo4	剉
cuo4	剒
cuo4	厝
cuo4	挫
cuo4	措
cuo4	撮
cuo4	莝
cuo4	莡
cuo4	蓌
cuo4	襊
cuo4	逪
cuo4	銼
cuo4	錯
da1	*噠
da1	*答
da1	*荅
da1	*達
da1	咑
da1	搭
da1	撘
da1	溚
da1	畣
da1	瘩
da1	耷
da1	褡
da1	躂
da2	*劄
da2	*打
da2	*撻
da2	*榙
da2	*疊
da2	*躂
da2	剳
da2	匒
da2	叠
da2	呾
da2	噠
da2	妲
da2	怛
da2	曡
da2	炟
da2	畣
da2	疉
da2	瘩
da2	笪
da2	答
da2	繨
da2	荅
da2	薘
da2	蟽
da2	褟
da2	詚
da2	譗
da2	达
da2	迏
da2	達
da2	鎝
da2	鐽
da2	靼
da2	韃
da2	𦖿
da3	打
da4	*留
da4	亣
da4	大
da5	*咑
da5	*打
da5	*疸
da5	*瘩
da5	*繨
dai1	呆
dai1	待
dai1	懛
dai1	獃
dai3	*得
dai3	*炱
dai3	傣
dai3	歹
dai3	歺
dai3	炲
dai3	逮
dai4	*大
dai4	*軑
dai4	*逮
dai4	*釱
dai4	*駘
dai4	㐲
dai4	㯂
dai4	㻖
dai4	亣
dai4	代
dai4	侢
dai4	埭
dai4	岱
dai4	帒
dai4	帯
dai4	帶
dai4	廗
dai4	待
dai4	忕
dai4	怠
dai4	戴
dai4	柋
dai4	殆
dai4	汏
dai4	瀻
dai4	玳
dai4	瑇
dai4	簤
dai4	紿
dai4	緿
dai4	艜
dai4	袋
dai4	襶
dai4	貸
dai4	跢
dai4	蹛
dai4	軚
dai4	軩
dai4	迨
dai4	酨
dai4	鉪
dai4	隶
dai4	霴
dai4	靆
dai4	鴏
dai4	黛
dai4	黱
dan1	*憚
dan1	*旃
dan1	*栴
dan1	*湛
dan1	*癉
dan1	*鴅
dan1	㐤
dan1	㴷
dan1	䒟
dan1	丹
dan1	儋
dan1	勯
dan1	匰
dan1	单
dan1	単
dan1	單
dan1	嚪
dan1	妉
dan1	媅
dan1	惮
dan1	担
dan1	擔
dan1	旜
dan1	殫
dan1	甔
dan1	眈
dan1	砃
dan1	簞
dan1	耼
dan1	耽
dan1	聃
dan1	聸
dan1	襌
dan1	躭
dan1	鄲
dan1	鄿
dan1	酖
dan1	頕
dan1	鷤
dan3	*黕
dan3	㔊
dan3	䪴
dan3	丼
dan3	亶
dan3	刐
dan3	撢
dan3	撣
dan3	澸
dan3	玬
dan3	瓭
dan3	疸
dan3	紞
dan3	胆
dan3	膽
dan3	衴
dan3	馾
dan3	黵
dan4	*妲
dan4	*怛
dan4	*擔
dan4	*欻
dan4	*石
dan4	*膻
dan4	*靼
dan4	㗖
dan4	䨵
dan4	䪴
dan4	但
dan4	僤
dan4	儋
dan4	啖
dan4	啗
dan4	啿
dan4	嘽
dan4	嘾
dan4	噉
dan4	嚪
dan4	帎
dan4	幨
dan4	弹
dan4	弾
dan4	彈
dan4	惮
dan4	憚
dan4	憺
dan4	担
dan4	旦
dan4	暺
dan4	柦
dan4	歘
dan4	殫
dan4	氮
dan4	沊
dan4	泹
dan4	淡
dan4	潬
dan4	澶
dan4	澹
dan4	灗
dan4	狚
dan4	癉
dan4	癚
dan4	窞
dan4	繵
dan4	腅
dan4	臽
dan4	舕
dan4	萏
dan4	蛋
dan4	蜑
dan4	觛
dan4	誕
dan4	贉
dan4	醈
dan4	鉭
dan4	霮
dan4	餤
dan4	馾
dan4	駳
dan4	髧
dan4	鴠
dang1	儅
dang1	噹
dang1	嵣
dang1	当
dang1	澢
dang1	璫
dang1	當
dang1	簹
dang1	艡
dang1	襠
dang1	鐺
dang3	*儻
dang3	*當
dang3	*襠
dang3	党
dang3	当
dang3	挡
dang3	擋
dang3	攩
dang3	檔
dang3	欓
dang3	灙
dang3	譡
dang3	讜
dang3	黨
dang4	*婸
dang4	*擋
dang4	*檔
dang4	偒
dang4	圵
dang4	宕
dang4	崵
dang4	嵣
dang4	当
dang4	愓
dang4	挡
dang4	氹
dang4	璗
dang4	瓽
dang4	當
dang4	盪
dang4	瞊
dang4	碭
dang4	礑
dang4	簜
dang4	菪
dang4	蕩
dang4	蘯
dang4	蟷
dang4	趤
dang4	逿
dang4	闣
dang4	雼
dang5	噹
dao1	刀
dao1	刂
dao1	叨
dao1	幍
dao1	忉
dao1	朷
dao1	氘
dao1	灱
dao1	灲
dao1	舠
dao1	釖
dao1	魛
dao2	捯
dao3	*蹈
dao3	倒
dao3	壔
dao3	導
dao3	島
dao3	嶋
dao3	嶌
dao3	嶹
dao3	搗
dao3	擣
dao3	祷
dao3	禂
dao3	禱
dao3	隝
dao3	隯
dao4	*導
dao4	*燾
dao4	*韜
dao4	倒
dao4	到
dao4	噵
dao4	幬
dao4	悼
dao4	檤
dao4	瓙
dao4	盗
dao4	盜
dao4	稲
dao4	稻
dao4	箌
dao4	纛
dao4	翿
dao4	菿
dao4	衜
dao4	衟
dao4	蹈
dao4	軇
dao4	轁
dao4	道
dao4	鞱
de2	得
de2	徳
de2	德
de2	恴
de2	悳
de2	惪
de2	淂
de2	𢔨
de2	𢔶
de5	*底
de5	地
de5	坔
de5	埊
de5	嶳
de5	得
de5	的
de5	襶
de5	𢔨
de5	𢔶
dei3	得
dei3	𢔶
den4	㩐
deng1	*墱
deng1	*撜
deng1	噔
deng1	嬁
deng1	灯
deng1	燈
deng1	璒
deng1	登
deng1	竳
deng1	簦
deng1	豋
deng1	鐙
deng3	戥
deng3	等
deng4	*澄
deng4	僜
deng4	凳
deng4	墱
deng4	嶝
deng4	憕
deng4	櫈
deng4	瞪
deng4	磴
deng4	覴
deng4	蹬
deng4	邆
deng4	邓
deng4	鄧
deng4	鐙
deng4	隥
deng4	霯
di1	*堤
di1	*嫡
di1	*提
di1	仾
di1	低
di1	埞
di1	墑
di1	奃
di1	彽
di1	氐
di1	滴
di1	熵
di1	磾
di1	羝
di1	菂
di1	袛
di1	趆
di1	鍉
di1	隄
di1	鞮
di1	𩑾
di2	*岫
di2	*扺
di2	*抵
di2	*條
di2	*樀
di2	*櫂
di2	*濯
di2	*甋
di2	的
di2	*謫
di2	*逖
di2	*適
di2	*鍉
di2	*魡
di2	䑲
di2	䨤
di2	唙
di2	嘀
di2	嚁
di2	嫡
di2	廸
di2	拞
di2	敵
di2	条
di2	梑
di2	樤
di2	滌
di2	潪
di2	狄
di2	笛
di2	篴
di2	籴
di2	糴
di2	翟
di2	苖
di2	荻
di2	蔋
di2	蔐
di2	藋
di2	藡
di2	蠗
di2	覿
di2	讁
di2	豴
di2	蹢
di2	迪
di2	逷
di2	鏑
di2	靮
di2	頔
di2	鸐
di2	𢕚
di3	*厎
di3	*秖
di3	*蚔
di3	*蚳
di3	*貾
di3	呧
di3	坘
di3	坻
di3	底
di3	弤
di3	扺
di3	抵
di3	拞
di3	掋
di3	柢
di3	氐
di3	汦
di3	牴
di3	砥
di3	聜
di3	茋
di3	菧
di3	觝
di3	詆
di3	軧
di3	邸
di3	阺
di4	*啻
di4	*墬
di4	*得
di4	*悌
di4	*搋
di4	*晜
di4	的
di4	*篪
di4	*蝃
di4	*褫
di4	*逮
di4	䐭
di4	䟡
di4	偙
di4	僀
di4	啇
di4	地
di4	坔
di4	埊
di4	墆
di4	娣
di4	媂
di4	嵽
di4	嶳
di4	帝
di4	弟
di4	怟
di4	摕
di4	旳
di4	杕
di4	梊
di4	棣
di4	楴
di4	樀
di4	渧
di4	焍
di4	玓
di4	珶
di4	甋
di4	睇
di4	碲
di4	祶
di4	禘
di4	竾
di4	第
di4	筂
di4	締
di4	腣
di4	苐
di4	蒂
di4	蔕
di4	虳
di4	螮
di4	裭
di4	諦
di4	踶
di4	軑
di4	递
di4	逓
di4	遞
di4	遰
di4	釱
di4	鍗
di4	馰
di4	骶
di4	𨮹
di5	地
di5	*弟
dian1	*闐
dian1	傎
dian1	厧
dian1	嵮
dian1	巓
dian1	巔
dian1	掂
dian1	攧
dian1	敁
dian1	槇
dian1	槙
dian1	滇
dian1	瘨
dian1	癲
dian1	蹎
dian1	顚
dian1	顛
dian1	齻
dian3	*痶
dian3	*腆
dian3	㙉
dian3	典
dian3	奌
dian3	婰
dian3	敟
dian3	点
dian3	琠
dian3	碘
dian3	蕇
dian3	錪
dian3	點
dian4	*唸
dian4	*掂
dian4	*臀
dian4	佃
dian4	坫
dian4	埝
dian4	墊
dian4	壂
dian4	奠
dian4	婝
dian4	店
dian4	惦
dian4	扂
dian4	橂
dian4	殿
dian4	淀
dian4	澱
dian4	玷
dian4	琔
dian4	甸
dian4	痁
dian4	癜
dian4	磹
dian4	簟
dian4	蜔
dian4	踮
dian4	鈿
dian4	阽
dian4	電
dian4	靛
dian4	頕
dian4	驔
dian4	𠶧
dian4	𢕯
dian4	𤩱
diao1	*蜩
diao1	*錭
diao1	凋
diao1	刁
diao1	刟
diao1	叼
diao1	奝
diao1	弴
diao1	彫
diao1	扚
diao1	殦
diao1	琱
diao1	瞗
diao1	碉
diao1	虭
diao1	蛁
diao1	貂
diao1	雕
diao1	鮉
diao1	鯛
diao1	鳭
diao1	鵰
diao1	鼦
diao3	*扚
diao3	*鳥
diao3	屌
diao4	*帣
diao4	*悼
diao4	*淖
diao4	*藋
diao4	㪕
diao4	伄
diao4	吊
diao4	弔
diao4	掉
diao4	瘹
diao4	窵
diao4	竨
diao4	莜
diao4	蓧
diao4	訋
diao4	誂
diao4	調
diao4	釣
diao4	鈟
diao4	銚
diao4	銱
diao4	鋽
diao4	鑃
diao4	魡
die1	嗲
die1	爹
die2	*凸
die2	*媟
die2	*嵽
die2	*渫
die2	*褶
die2	*趺
die2	㻡
die2	䏲
die2	叠
die2	呋
die2	咥
die2	喋
die2	垤
die2	堞
die2	墆
die2	屟
die2	屧
die2	峌
die2	嶀
die2	恎
die2	惵
die2	戜
die2	挕
die2	揲
die2	昳
die2	曡
die2	柣
die2	楪
die2	殜
die2	牒
die2	瓞
die2	疉
die2	疊
die2	眣
die2	眰
die2	碟
die2	絰
die2	耊
die2	耋
die2	聑
die2	胅
die2	臷
die2	艓
die2	苵
die2	蜨
die2	蝶
die2	螲
die2	褋
die2	褺
die2	詄
die2	諜
die2	趃
die2	跌
die2	跕
die2	蹀
die2	迭
die2	镻
die2	鞢
die2	鰈
die2	𣶏
die4	𠅗
die5	*爹
ding1	*汀
ding1	*糽
ding1	丁
ding1	仃
ding1	叮
ding1	帄
ding1	玎
ding1	町
ding1	疔
ding1	盯
ding1	虰
ding1	酊
ding1	釘
ding1	靪
ding1	飣
ding1	𠆤
ding3	*鼏
ding3	奵
ding3	嵿
ding3	檙
ding3	濎
ding3	薡
ding3	酊
ding3	頂
ding3	鼎
ding3	鼑
ding4	*綻
ding4	*靛
ding4	䋎
ding4	啶
ding4	娗
ding4	定
ding4	忊
ding4	掟
ding4	椗
ding4	矴
ding4	碇
ding4	碠
ding4	磸
ding4	萣
ding4	訂
ding4	釘
ding4	鋌
ding4	錠
ding4	顁
ding4	飣
diu1	丟
diu1	丢
diu1	厾
diu1	銩
dong1	㚵
dong1	倲
dong1	冬
dong1	咚
dong1	埬
dong1	娻
dong1	崠
dong1	崬
dong1	昸
dong1	東
dong1	氡
dong1	氭
dong1	涷
dong1	炵
dong1	笗
dong1	苳
dong1	菄
dong1	蝀
dong1	鯟
dong1	鶇
dong1	鼕
dong1	𤷆
dong1	𩂓
dong3	*蕫
dong3	墥
dong3	嬞
dong3	懂
dong3	箽
dong3	董
dong3	諌
dong3	𢤦
dong3	𣿅
dong4	*慟
dong4	*湩
dong4	*迵
dong4	働
dong4	凍
dong4	动
dong4	動
dong4	勭
dong4	姛
dong4	峒
dong4	峝
dong4	恫
dong4	憅
dong4	戙
dong4	挏
dong4	棟
dong4	洞
dong4	胴
dong4	蝀
dong4	詷
dong4	霘
dong4	駧
dou1	㨮
dou1	侸
dou1	兜
dou1	兠
dou1	剅
dou1	吺
dou1	唗
dou1	篼
dou1	蔸
dou1	郖
dou1	都
dou3	唗
dou3	抖
dou3	敨
dou3	斗
dou3	枓
dou3	蚪
dou3	阧
dou3	陡
dou4	*讀
dou4	*郖
dou4	*鬩
dou4	䦧
dou4	斣
dou4	梪
dou4	毭
dou4	浢
dou4	狵
dou4	痘
dou4	竇
dou4	脰
dou4	荳
dou4	裋
dou4	豆
dou4	逗
dou4	鋀
